state,population,date,deaths
AZ,7278717,2022-01-16,25171
AZ,7278717,2022-01-17,25212
AZ,7278717,2022-01-18,25395
AZ,7278717,2022-01-19,25416
AZ,7278717,2022-01-20,25429
AZ,7278717,2022-01-21,25502
AZ,7278717,2022-01-22,25557
AZ,7278717,2022-01-23,25623
AZ,7278717,2022-01-24,25624
AZ,7278717,2022-01-25,25624
AZ,7278717,2022-01-26,25899
AZ,7278717,2022-01-27,25932
AZ,7278717,2022-01-28,26001
AZ,7278717,2022-01-29,26183
AZ,7278717,2022-01-30,26206
AZ,7278717,2022-01-31,26205
AZ,7278717,2022-02-01,26345
AZ,7278717,2022-02-02,26369
AZ,7278717,2022-02-03,26430
AZ,7278717,2022-02-04,26530
AZ,7278717,2022-02-05,26628
AZ,7278717,2022-02-06,26639
AZ,7278717,2022-02-07,26639
AZ,7278717,2022-02-08,26822
AZ,7278717,2022-02-09,26856
AZ,7278717,2022-02-10,26856
AZ,7278717,2022-02-11,27073
AZ,7278717,2022-02-12,27164
AZ,7278717,2022-02-13,27180
AZ,7278717,2022-02-14,27181
AZ,7278717,2022-02-15,27181
AZ,7278717,2022-02-16,27189
AZ,7278717,2022-02-17,27398
AZ,7278717,2022-02-18,27513
AZ,7278717,2022-02-19,27513
AZ,7278717,2022-02-20,27622
AZ,7278717,2022-02-21,27622
AZ,7278717,2022-02-22,27751
AZ,7278717,2022-02-23,27790
AZ,7278717,2022-02-24,27876
AZ,7278717,2022-02-25,27931
AZ,7278717,2022-02-26,27946
AZ,7278717,2022-02-27,27946
AZ,7278717,2022-02-28,27946
AZ,7278717,2022-03-01,27946
AZ,7278717,2022-03-02,27946
AZ,7278717,2022-03-03,27708
AZ,7278717,2022-03-04,27708
AZ,7278717,2022-03-05,27708
AZ,7278717,2022-03-06,27708
AZ,7278717,2022-03-07,27708
AZ,7278717,2022-03-08,27708
AZ,7278717,2022-03-09,28090
AZ,7278717,2022-03-10,28090
AZ,7278717,2022-03-11,28090
AZ,7278717,2022-03-12,28090
AZ,7278717,2022-03-13,28090
AZ,7278717,2022-03-14,28090
AZ,7278717,2022-03-15,28090
AZ,7278717,2022-03-16,28547
AZ,7278717,2022-03-17,28547
AZ,7278717,2022-03-18,28547
AZ,7278717,2022-03-19,28547
AZ,7278717,2022-03-20,28547
AZ,7278717,2022-03-21,28547
AZ,7278717,2022-03-22,28547
AZ,7278717,2022-03-23,28883
AZ,7278717,2022-03-24,28883
AZ,7278717,2022-03-25,28883
AZ,7278717,2022-03-26,28883
AZ,7278717,2022-03-27,28883
AZ,7278717,2022-03-28,28883
AZ,7278717,2022-03-29,28883
AZ,7278717,2022-03-30,29268
AZ,7278717,2022-03-31,29268
CA,39512223,2022-01-01,76443
CA,39512223,2022-01-02,76448
CA,39512223,2022-01-03,76469
CA,39512223,2022-01-04,76553
CA,39512223,2022-01-05,76673
CA,39512223,2022-01-06,76706
CA,39512223,2022-01-07,76935
CA,39512223,2022-01-08,76954
CA,39512223,2022-01-09,76968
CA,39512223,2022-01-10,77116
CA,39512223,2022-01-11,77137
CA,39512223,2022-01-12,77273
CA,39512223,2022-01-13,77417
CA,39512223,2022-01-14,77564
CA,39512223,2022-01-15,77633
CA,39512223,2022-01-16,77686
CA,39512223,2022-01-17,77855
CA,39512223,2022-01-18,77929
CA,39512223,2022-01-19,78020
CA,39512223,2022-01-20,78225
CA,39512223,2022-01-21,78398
