date,state,inpatient_beds
2021-01-31T00:00:00.000,VA,11909.6
2021-01-31T00:00:00.000,VI,100.0
2021-01-31T00:00:00.000,VT,707.6
2021-01-31T00:00:00.000,WA,8525.0
2021-01-31T00:00:00.000,WI,7222.2
2021-01-31T00:00:00.000,WV,3833.2
2021-01-31T00:00:00.000,WY,507.8
2021-02-07T00:00:00.000,AK,629.4
2021-02-07T00:00:00.000,AL,10359.6
2021-02-07T00:00:00.000,AR,5278.0
2021-02-07T00:00:00.000,AZ,9984.3
2021-02-07T00:00:00.000,CA,47284.8
2021-02-07T00:00:00.000,CO,6650.4
2021-02-07T00:00:00.000,CT,6139.7
2021-02-07T00:00:00.000,DC,2384.9
2021-02-07T00:00:00.000,DE,1867.3
2021-02-07T00:00:00.000,FL,41510.7
2021-02-07T00:00:00.000,GA,15086.0
2021-02-07T00:00:00.000,GU,189.7
2021-02-07T00:00:00.000,HI,1753.9
2021-02-07T00:00:00.000,IA,4409.7
2021-02-07T00:00:00.000,ID,1712.0
2021-02-07T00:00:00.000,IL,18910.7
2021-02-07T00:00:00.000,IN,10101.2
2021-02-07T00:00:00.000,KS,4375.0
2021-02-07T00:00:00.000,KY,7221.900000000001
2021-02-07T00:00:00.000,LA,8515.3
2021-02-07T00:00:00.000,MA,13384.199999999999
2021-02-07T00:00:00.000,MD,8030.8
2021-02-07T00:00:00.000,ME,1928.0
2021-02-07T00:00:00.000,MI,15124.4
2021-02-07T00:00:00.000,MN,6685.1
2021-02-07T00:00:00.000,MO,11041.9
2021-02-07T00:00:00.000,MP,49.9
2021-02-07T00:00:00.000,MS,5053.3
2021-02-07T00:00:00.000,MT,1683.6
2021-02-07T00:00:00.000,NC,16531.2
2021-02-07T00:00:00.000,ND,1297.3
2021-02-07T00:00:00.000,NE,2539.9
2021-02-07T00:00:00.000,NH,1926.7
2021-02-07T00:00:00.000,NJ,14694.1
2021-02-07T00:00:00.000,NM,2578.5
2021-02-07T00:00:00.000,NV,5397.5
2021-02-07T00:00:00.000,NY,35817.6
2021-02-07T00:00:00.000,OH,19976.5
2021-02-07T00:00:00.000,OK,6302.6
2021-02-07T00:00:00.000,OR,4765.6
