state,date,series_complete_yes,booster_doses
AK,2022-01-01,412439,143565
AK,2022-01-02,412439,143565
AK,2022-01-03,413002,145660
AK,2022-01-04,413047,145832
AK,2022-01-05,413413,146742
AK,2022-01-06,413827,147814
AK,2022-01-07,414195,148931
AK,2022-01-08,414557,150205
AK,2022-01-09,414614,150222
AK,2022-01-10,414621,150232
AK,2022-01-11,415335,153023
AK,2022-01-12,415674,153809
AK,2022-01-13,416173,155021
AK,2022-01-14,416321,155044
AK,2022-01-15,416919,157296
AK,2022-01-16,416968,157313
AK,2022-01-17,416969,157318
AK,2022-01-18,417456,159635
AK,2022-01-19,424327,160102
AK,2022-01-20,424625,160973
AK,2022-01-21,425012,161906
AK,2022-01-22,425270,162928
AK,2022-01-23,425292,162948
AK,2022-01-24,425640,164852
AK,2022-01-25,425713,165106
AK,2022-01-26,425905,165606
AK,2022-01-27,426170,166328
AK,2022-01-28,426402,167017
AK,2022-01-29,426749,167697
AK,2022-01-30,426767,167711
AK,2022-01-31,427182,168834
AK,2022-02-01,427300,169086
AK,2022-02-02,427344,169097
AK,2022-02-03,436875,174850
AK,2022-02-04,437138,175450
AK,2022-02-05,437339,175929
AK,2022-02-06,437377,175932
AK,2022-02-07,437742,176809
AK,2022-02-08,437792,176922
AK,2022-02-09,437839,176936
AK,2022-02-10,437871,176958
AK,2022-02-11,438482,178195
AK,2022-02-12,438745,178685
AK,2022-02-13,438751,178688
AK,2022-02-14,438753,178694
AK,2022-02-15,439076,179459
AK,2022-02-16,439086,179465
AK,2022-02-17,444386,180070
AK,2022-02-18,444604,180433
AK,2022-02-19,444763,180744
AK,2022-02-20,444767,180751
AK,2022-02-21,444769,180753
AK,2022-02-22,445185,181414
AK,2022-02-23,445199,181422
AK,2022-02-24,445530,181923
AK,2022-02-25,445545,181929
AK,2022-02-26,445584,181943
AK,2022-02-27,446088,182814
AK,2022-02-28,446095,182815
AK,2022-03-01,446122,182822
AK,2022-03-02,446374,183285
AK,2022-03-03,446380,183296
AK,2022-03-04,446744,183805
AK,2022-03-05,446818,183812
AK,2022-03-06,446826,183818
AK,2022-03-07,447129,184434
AK,2022-03-08,448558,186778
AK,2022-03-09,448686,187020
AK,2022-03-10,448898,187318
AK,2022-03-11,449023,187532
AK,2022-03-12,449142,187719
AK,2022-03-13,449155,187722
AK,2022-03-14,449156,187723
AK,2022-03-15,449359,188122
AK,2022-03-16,449359,188122
AK,2022-03-17,449380,188128
AK,2022-03-18,449438,188137
AK,2022-03-19,449792,188816
AK,2022-03-20,449818,188816
AK,2022-03-21,450029,189124
AK,2022-03-22,450047,189172
AK,2022-03-23,450454,189673
AK,2022-03-24,450551,189845
AK,2022-03-25,450649,190009
AK,2022-03-26,450683,190018
AK,2022-03-27,450766,190024
AK,2022-03-28,451088,190651
AK,2022-03-29,451111,190688
AK,2022-03-30,451128,190696
AK,2022-03-31,451313,191069
AL,2022-01-01,2340996,648381
AL,2022-01-02,2340996,648381
AL,2022-01-03,2343601,655288
AL,2022-01-04,2345599,659747
AL,2022-01-05,2346404,661457
AL,2022-01-06,2349085,668394
AL,2022-01-07,2351731,676060
AL,2022-01-08,2354087,683047
AL,2022-01-09,2355660,687451
AL,2022-01-10,2357727,693030
AL,2022-01-11,2358758,695417
AL,2022-01-12,2361490,702664
AL,2022-01-13,2363643,708033
AL,2022-01-14,2369558,717630
AL,2022-01-15,2371514,723210
AL,2022-01-16,2372246,725441
AL,2022-01-17,2373038,727947
AL,2022-01-18,2374104,730931
AL,2022-01-19,2396308,734927
AL,2022-01-20,2397146,736300
AL,2022-01-21,2401094,746356
AL,2022-01-22,2401192,746510
AL,2022-01-23,2411652,776197
AL,2022-01-24,2412148,777061
AL,2022-01-25,2414385,781521
AL,2022-01-26,2417639,788216
AL,2022-01-27,2418268,789208
AL,2022-01-28,2421487,794597
AL,2022-01-29,2421967,795324
AL,2022-01-30,2423893,798617
AL,2022-01-31,2425057,800020
AL,2022-02-01,2426408,801720
AL,2022-02-02,2427838,803638
AL,2022-02-03,2429527,806102
AL,2022-02-04,2431444,808688
AL,2022-02-05,2433084,810834
AL,2022-02-06,2434307,812405
AL,2022-02-07,2435296,813510
AL,2022-02-08,2437859,816119
AL,2022-02-09,2439486,817848
AL,2022-02-10,2440010,818351
AL,2022-02-11,2442615,821309
AL,2022-02-12,2444148,823248
AL,2022-02-13,2444634,823660
AL,2022-02-14,2445646,824670
AL,2022-02-15,2448121,827392
AL,2022-02-16,2448559,827819
AL,2022-02-17,2451886,830302
AL,2022-02-18,2452990,831488
AL,2022-02-19,2453426,831882
AL,2022-02-20,2455980,836036
AL,2022-02-21,2456611,836617
AL,2022-02-22,2457846,837981
AL,2022-02-23,2458072,838189
AL,2022-02-24,2459363,839556
AL,2022-02-25,2460564,840985
AL,2022-02-26,2461775,842213
AL,2022-02-27,2462856,843584
AL,2022-02-28,2463410,844214
AL,2022-03-01,2463862,844831
AL,2022-03-02,2465401,846628
AL,2022-03-03,2466221,847841
AL,2022-03-04,2467540,849201
AL,2022-03-05,2468584,850329
AL,2022-03-06,2468635,850363
AL,2022-03-07,2469222,851117
AL,2022-03-08,2469598,851452
AL,2022-03-09,2470363,852223
AL,2022-03-10,2471885,853746
AL,2022-03-11,2472796,854774
AL,2022-03-12,2473660,855757
AL,2022-03-13,2474026,856097
AL,2022-03-14,2474488,856643
AL,2022-03-15,2475174,857292
AL,2022-03-16,2476199,858145
AL,2022-03-17,2477117,858951
AL,2022-03-18,2477863,859864
AL,2022-03-19,2478446,860626
AL,2022-03-20,2478935,861294
AL,2022-03-21,2479179,861600
AL,2022-03-22,2479239,861685
AL,2022-03-23,2479697,862329
AL,2022-03-24,2480282,863092
AL,2022-03-25,2480944,863817
AL,2022-03-26,2481568,864584
AL,2022-03-27,2481596,864594
AL,2022-03-28,2481615,864599
AL,2022-03-29,2482580,865939
AL,2022-03-30,2483057,866601
AL,2022-03-31,2484171,868156
AR,2022-01-01,1545587,467495
AR,2022-01-02,1545587,467495
AR,2022-01-03,1545652,467569
AR,2022-01-04,1551015,483097
AR,2022-01-05,1552662,487782
AR,2022-01-06,1554295,492691
AR,2022-01-07,1555947,497863
AR,2022-01-08,1557712,503148
AR,2022-01-09,1559316,509527
AR,2022-01-10,1560179,512610
AR,2022-01-11,1560728,514566
AR,2022-01-12,1562108,519035
AR,2022-01-13,1563487,523640
AR,2022-01-14,1565086,528844
AR,2022-01-15,1566427,533402
AR,2022-01-16,1568200,540479
AR,2022-01-17,1568708,542642
AR,2022-01-18,1568777,542723
AR,2022-01-19,1577607,547527
AR,2022-01-20,1578650,550444
AR,2022-01-21,1579843,553457
AR,2022-01-22,1580904,556117
AR,2022-01-23,1580951,556210
AR,2022-01-24,1583043,562022
AR,2022-01-25,1583447,563036
AR,2022-01-26,1583884,563239
AR,2022-01-27,1586373,568492
AR,2022-01-28,1587794,571145
AR,2022-01-29,1589157,573737
AR,2022-01-30,1590521,576076
AR,2022-01-31,1591368,577188
AR,2022-02-01,1591771,577768
AR,2022-02-02,1591804,577837
AR,2022-02-03,1591841,577912
AR,2022-02-04,1595279,583990
AR,2022-02-05,1595320,584013
AR,2022-02-06,1596726,586930
AR,2022-02-07,1597246,587397
AR,2022-02-08,1597692,587938
AR,2022-02-09,1598814,589359
AR,2022-02-10,1599938,590714
AR,2022-02-11,1599992,590799
AR,2022-02-12,1602515,593904
AR,2022-02-13,1603984,595517
AR,2022-02-14,1604678,596424
AR,2022-02-15,1605070,596857
AR,2022-02-16,1605894,598005
AR,2022-02-17,1606459,598043
AR,2022-02-18,1606538,598135
AR,2022-02-19,1609584,602778
AR,2022-02-20,1609598,602831
AR,2022-02-21,1609603,602840
AR,2022-02-22,1611414,605253
AR,2022-02-23,1612003,606063
AR,2022-02-24,1612690,607066
AR,2022-02-25,1613219,607937
AR,2022-02-26,1613620,608469
AR,2022-02-27,1613649,608496
AR,2022-02-28,1614676,610013
AR,2022-03-01,1614916,610396
AR,2022-03-02,1615510,611301
AR,2022-03-03,1616163,612459
AR,2022-03-04,1616206,612512
AR,2022-03-05,1616246,612541
AR,2022-03-06,1616263,612573
AR,2022-03-07,1618804,615794
AR,2022-03-08,1618960,615995
AR,2022-03-09,1619514,616804
AR,2022-03-10,1619551,616875
AR,2022-03-11,1620661,618566
AR,2022-03-12,1621255,619276
AR,2022-03-13,1621857,619961
AR,2022-03-14,1621871,619963
AR,2022-03-15,1622327,620463
AR,2022-03-16,1622985,621175
AR,2022-03-17,1623014,621200
AR,2022-03-18,1624098,622702
AR,2022-03-19,1624524,623400
AR,2022-03-20,1625296,624339
AR,2022-03-21,1625302,624341
AR,2022-03-22,1625623,624817
AR,2022-03-23,1625652,624837
AR,2022-03-24,1626593,626384
AR,2022-03-25,1626617,626405
AR,2022-03-26,1627260,627740
AR,2022-03-27,1627276,627762
AR,2022-03-28,1627282,627764
AR,2022-03-29,1627928,629021
AR,2022-03-30,1628241,629471
AR,2022-03-31,1628268,629516
AS,2022-01-01,32705,3408
AS,2022-01-02,32705,3408
AS,2022-01-03,32705,3409
AS,2022-01-04,34503,3634
AS,2022-01-05,34756,3725
AS,2022-01-06,34947,3800
AS,2022-01-07,35330,3927
AS,2022-01-08,35654,3976
AS,2022-01-09,35654,3976
AS,2022-01-10,35654,3976
AS,2022-01-11,35844,4112
AS,2022-01-12,36006,4209
AS,2022-01-13,36121,4272
AS,2022-01-14,36283,4420
AS,2022-01-15,36364,4459
AS,2022-01-16,36364,4459
AS,2022-01-17,36364,4459
AS,2022-01-18,36365,4459
AS,2022-01-19,36525,4610
AS,2022-01-20,36601,4643
AS,2022-01-21,36706,4739
AS,2022-01-22,36799,4778
AS,2022-01-23,36799,4779
AS,2022-01-24,36799,4779
AS,2022-01-25,36799,4779
AS,2022-01-26,36832,4853
AS,2022-01-27,36947,4936
AS,2022-01-28,36974,4996
AS,2022-01-29,37087,5044
AS,2022-01-30,37088,5044
AS,2022-01-31,37089,5044
AS,2022-02-01,37362,5109
AS,2022-02-02,37406,5135
AS,2022-02-03,37547,5178
AS,2022-02-04,37589,5199
AS,2022-02-05,37589,5199
AS,2022-02-06,37589,5199
AS,2022-02-07,37590,5199
AS,2022-02-08,37807,5417
AS,2022-02-09,37828,5456
AS,2022-02-10,37890,5538
AS,2022-02-11,37890,5538
AS,2022-02-12,37957,5606
AS,2022-02-13,37957,5606
AS,2022-02-14,37957,5606
AS,2022-02-15,37989,5767
AS,2022-02-16,38002,5803
AS,2022-02-17,38024,5840
AS,2022-02-18,38066,5957
AS,2022-02-19,38066,5957
AS,2022-02-20,38066,5958
AS,2022-02-21,38066,5958
AS,2022-02-22,38066,5958
AS,2022-02-23,38167,6168
AS,2022-02-24,38167,6168
AS,2022-02-25,38167,6168
AS,2022-02-26,38310,6985
AS,2022-02-27,38322,7123
AS,2022-02-28,38432,8067
AS,2022-03-01,38432,8067
AS,2022-03-02,38448,8083
AS,2022-03-03,38450,8087
AS,2022-03-04,38459,8119
AS,2022-03-05,38607,9301
AS,2022-03-06,38607,9301
AS,2022-03-07,38817,10694
AS,2022-03-08,38817,10694
AS,2022-03-09,38817,10694
AS,2022-03-10,39008,11880
AS,2022-03-11,39008,11880
AS,2022-03-12,39311,13536
AS,2022-03-13,39311,13536
AS,2022-03-14,39520,15149
AS,2022-03-15,39520,15149
AS,2022-03-16,39521,15149
AS,2022-03-17,39734,16124
AS,2022-03-18,39796,16481
AS,2022-03-19,39840,16786
AS,2022-03-20,39840,16786
AS,2022-03-21,39840,16786
AS,2022-03-22,39840,16786
AS,2022-03-23,39842,16786
AS,2022-03-24,40116,18146
AS,2022-03-25,40116,18146
AS,2022-03-26,40247,18643
AS,2022-03-27,40247,18643
AS,2022-03-28,40247,18643
AS,2022-03-29,40402,19225
AS,2022-03-30,40437,19338
AS,2022-03-31,40484,19418
AZ,2022-01-01,4155709,1263612
AZ,2022-01-02,4155709,1263612
AZ,2022-01-03,4155840,1263781
AZ,2022-01-04,4166767,1296141
AZ,2022-01-05,4170464,1305538
AZ,2022-01-06,4176104,1321221
AZ,2022-01-07,4181056,1337127
AZ,2022-01-08,4186278,1353954
AZ,2022-01-09,4191617,1369851
AZ,2022-01-10,4195624,1381931
AZ,2022-01-11,4197942,1389005
AZ,2022-01-12,4201920,1400264
AZ,2022-01-13,4207031,1414675
AZ,2022-01-14,4211855,1429520
AZ,2022-01-15,4216573,1444602
AZ,2022-01-16,4221045,1460444
AZ,2022-01-17,4223488,1471123
AZ,2022-01-18,4224876,1477054
AZ,2022-01-19,4240261,1483117
AZ,2022-01-20,4243285,1494929
AZ,2022-01-21,4247589,1506664
AZ,2022-01-22,4251751,1518448
AZ,2022-01-23,4256113,1531757
AZ,2022-01-24,4258437,1539522
AZ,2022-01-25,4259553,1544493
AZ,2022-01-26,4262622,1552428
AZ,2022-01-27,4266592,1562692
AZ,2022-01-28,4270969,1572878
AZ,2022-01-29,4274990,1583100
AZ,2022-01-30,4279319,1593658
AZ,2022-01-31,4282544,1601100
AZ,2022-02-01,4284236,1605408
AZ,2022-02-02,4287171,1610747
AZ,2022-02-03,4291956,1618865
AZ,2022-02-04,4296971,1626814
AZ,2022-02-05,4302898,1634970
AZ,2022-02-06,4308413,1642774
AZ,2022-02-07,4312826,1648522
AZ,2022-02-08,4314921,1651839
AZ,2022-02-09,4317684,1656237
AZ,2022-02-10,4321178,1661770
AZ,2022-02-11,4325696,1667456
AZ,2022-02-12,4329872,1672507
AZ,2022-02-13,4334058,1678645
AZ,2022-02-14,4336577,1682515
AZ,2022-02-15,4338325,1684879
AZ,2022-02-16,4340378,1687917
AZ,2022-02-17,4345647,1692335
AZ,2022-02-18,4348950,1696918
AZ,2022-02-19,4352169,1701268
AZ,2022-02-20,4355865,1706090
AZ,2022-02-21,4357993,1708957
AZ,2022-02-22,4359263,1710729
AZ,2022-02-23,4361418,1713416
AZ,2022-02-24,4364444,1717119
AZ,2022-02-25,4367798,1720882
AZ,2022-02-26,4371501,1724742
AZ,2022-02-27,4374137,1728322
AZ,2022-02-28,4375888,1730825
AZ,2022-03-01,4376924,1732553
AZ,2022-03-02,4379021,1735374
AZ,2022-03-03,4381765,1739485
AZ,2022-03-04,4384039,1742632
AZ,2022-03-05,4386330,1745629
AZ,2022-03-06,4389227,1748437
AZ,2022-03-07,4390574,1750410
AZ,2022-03-08,4391443,1751541
AZ,2022-03-09,4392894,1753444
AZ,2022-03-10,4394704,1756454
AZ,2022-03-11,4396493,1758949
AZ,2022-03-12,4398209,1761437
AZ,2022-03-13,4400459,1763860
AZ,2022-03-14,4402330,1766238
AZ,2022-03-15,4403250,1767735
AZ,2022-03-16,4404914,1769853
AZ,2022-03-17,4406487,1771872
AZ,2022-03-18,4408271,1774595
AZ,2022-03-19,4409658,1776506
AZ,2022-03-20,4411118,1778601
AZ,2022-03-21,4412032,1780160
AZ,2022-03-22,4412629,1781045
AZ,2022-03-23,4424796,1788862
AZ,2022-03-24,4426324,1790990
AZ,2022-03-25,4427708,1793141
AZ,2022-03-26,4428973,1795295
AZ,2022-03-27,4430250,1797292
AZ,2022-03-28,4431044,1798551
AZ,2022-03-29,4431582,1799618
AZ,2022-03-30,4432643,1801036
AZ,2022-03-31,4434102,1802786
CA,2022-01-01,26204696,8891986
CA,2022-01-02,26204696,8891986
CA,2022-01-03,26229407,8969666
CA,2022-01-04,26246056,9025459
CA,2022-01-05,26287137,9130489
CA,2022-01-06,26324995,9256911
CA,2022-01-07,26354961,9370935
CA,2022-01-08,26387541,9502585
CA,2022-01-09,26427203,9654588
CA,2022-01-10,26452319,9743454
CA,2022-01-11,26463738,9788926
CA,2022-01-12,26491139,9891474
CA,2022-01-13,26526203,10014068
CA,2022-01-14,26562762,10150153
CA,2022-01-15,26591835,10264540
CA,2022-01-16,26618671,10399037
CA,2022-01-17,26633290,10475231
CA,2022-01-18,26642235,10515685
CA,2022-01-19,26800114,10593143
CA,2022-01-20,26949777,10735572
CA,2022-01-21,26976994,10828439
CA,2022-01-22,27007226,10922505
CA,2022-01-23,27007851,10923683
CA,2022-01-24,27042924,11088248
CA,2022-01-25,27051905,11122350
CA,2022-01-26,27074987,11194392
CA,2022-01-27,27195305,12097297
CA,2022-01-28,27221228,12167514
CA,2022-01-29,27246135,12241240
CA,2022-01-30,27279094,12337582
CA,2022-01-31,27298491,12391041
CA,2022-02-01,27307403,12416090
CA,2022-02-02,27328735,12474685
CA,2022-02-03,27354924,12536435
CA,2022-02-04,27379155,12594487
CA,2022-02-05,27403326,12647660
CA,2022-02-06,27434860,12710197
CA,2022-02-07,27452230,12748001
CA,2022-02-08,27461495,12768156
CA,2022-02-09,27480333,12806368
CA,2022-02-10,27502666,12850826
CA,2022-02-11,27524548,12892092
CA,2022-02-12,27546445,12931996
CA,2022-02-13,27566847,12971933
CA,2022-02-14,27584866,13007392
CA,2022-02-15,27591522,13020034
CA,2022-02-16,27605079,13045079
CA,2022-02-17,27662976,13074551
CA,2022-02-18,27680948,13106080
CA,2022-02-19,27708341,13144245
CA,2022-02-20,27727055,13179108
CA,2022-02-21,27741553,13207477
CA,2022-02-22,27748341,13220045
CA,2022-02-23,27758850,13239221
CA,2022-02-24,27773615,13266791
CA,2022-02-25,27790205,13298924
CA,2022-02-26,27808243,13329685
CA,2022-02-27,27826063,13366738
CA,2022-02-28,27836250,13387820
CA,2022-03-01,27841658,13400033
CA,2022-03-02,27853950,13430861
CA,2022-03-03,27867605,13507985
CA,2022-03-04,27879752,13531665
CA,2022-03-05,27891893,13553388
CA,2022-03-06,27906011,13578690
CA,2022-03-07,27915579,13593563
CA,2022-03-08,27919998,13601204
CA,2022-03-09,27929973,13617934
CA,2022-03-10,27941666,13638595
CA,2022-03-11,27952548,13655822
CA,2022-03-12,27964368,13673078
CA,2022-03-13,27975655,13688601
CA,2022-03-14,27984901,13701844
CA,2022-03-15,27991453,13710548
CA,2022-03-16,28000511,13728499
CA,2022-03-17,28009145,13745440
CA,2022-03-18,28017316,13762379
CA,2022-03-19,28024884,13777675
CA,2022-03-20,28034774,13797428
CA,2022-03-21,28040391,13809255
CA,2022-03-22,28043765,13816072
CA,2022-03-23,28050534,13830588
CA,2022-03-24,28057264,13845738
CA,2022-03-25,28065009,13860868
CA,2022-03-26,28072117,13875605
CA,2022-03-27,28079557,13890035
CA,2022-03-28,28081845,13893986
CA,2022-03-29,28083751,13897542
CA,2022-03-30,28085991,13901066
CA,2022-03-31,28100914,13934071
CO,2022-01-01,3818744,1570799
CO,2022-01-02,3818744,1570799
CO,2022-01-03,3823677,1588300
CO,2022-01-04,3826748,1597152
CO,2022-01-05,3826926,1597391
CO,2022-01-06,3830901,1613351
CO,2022-01-07,3834638,1628761
CO,2022-01-08,3838984,1645940
CO,2022-01-09,3843097,1664634
CO,2022-01-10,3844428,1670002
CO,2022-01-11,3847562,1679612
CO,2022-01-12,3847732,1679861
CO,2022-01-13,3855340,1708996
CO,2022-01-14,3859754,1726171
CO,2022-01-15,3863700,1742860
CO,2022-01-16,3865907,1756006
CO,2022-01-17,3867035,1761186
CO,2022-01-18,3868625,1767764
CO,2022-01-19,3894875,1767946
CO,2022-01-20,3900142,1786515
CO,2022-01-21,3904536,1800025
CO,2022-01-22,3908012,1816151
CO,2022-01-23,3909846,1825800
CO,2022-01-24,3910744,1829080
CO,2022-01-25,3913025,1836055
CO,2022-01-26,3915242,1844779
CO,2022-01-27,3918538,1854563
CO,2022-01-28,3921540,1862390
CO,2022-01-29,3924831,1872194
CO,2022-01-30,3927291,1879349
CO,2022-01-31,3928435,1882710
CO,2022-02-01,3930513,1887588
CO,2022-02-02,3933236,1894169
CO,2022-02-03,3935264,1898686
CO,2022-02-04,3937730,1903041
CO,2022-02-05,3937928,1903143
CO,2022-02-06,3943087,1914880
CO,2022-02-07,3946525,1918285
CO,2022-02-08,3948280,1921933
CO,2022-02-09,3951033,1927598
CO,2022-02-10,3953769,1933113
CO,2022-02-11,3956784,1938373
CO,2022-02-12,3956922,1938476
CO,2022-02-13,3961283,1948411
CO,2022-02-14,3961927,1949767
CO,2022-02-15,3963347,1952795
CO,2022-02-16,3963435,1952872
CO,2022-02-17,3969935,1959897
CO,2022-02-18,3972117,1963655
CO,2022-02-19,3974464,1967941
CO,2022-02-20,3975752,1970707
CO,2022-02-21,3976365,1971946
CO,2022-02-22,3977803,1974599
CO,2022-02-23,3979483,1977755
CO,2022-02-24,3980992,1980746
CO,2022-02-25,3982544,1983312
CO,2022-02-26,3984311,1986511
CO,2022-02-27,3985670,1988857
CO,2022-02-28,3986236,1989923
CO,2022-03-01,3986279,1990032
CO,2022-03-02,3987767,1992335
CO,2022-03-03,3990440,1997377
CO,2022-03-04,3991819,1999680
CO,2022-03-05,3993421,2002558
CO,2022-03-06,3993495,2002622
CO,2022-03-07,3993522,2002639
CO,2022-03-08,3995945,2007147
CO,2022-03-09,3997381,2009685
CO,2022-03-10,3998681,2012065
CO,2022-03-11,3999843,2014034
CO,2022-03-12,4001253,2016205
CO,2022-03-13,4001311,2016255
CO,2022-03-14,4001344,2016278
CO,2022-03-15,4003599,2019980
CO,2022-03-16,4004711,2021778
CO,2022-03-17,4005753,2023645
CO,2022-03-18,4006691,2025369
CO,2022-03-19,4007720,2027455
CO,2022-03-20,4007775,2027483
CO,2022-03-21,4007807,2027494
CO,2022-03-22,4009492,2031008
CO,2022-03-23,4010980,2033829
CO,2022-03-24,4011858,2035596
CO,2022-03-25,4012705,2037310
CO,2022-03-26,4013621,2039208
CO,2022-03-27,4013676,2039249
CO,2022-03-28,4013711,2039264
CO,2022-03-29,4015138,2042127
CO,2022-03-30,4015799,2043325
CO,2022-03-31,4016838,2045265
CT,2022-01-01,2667658,1048108
CT,2022-01-02,2667658,1048108
CT,2022-01-03,2669726,1059785
CT,2022-01-04,2670543,1062370
CT,2022-01-05,2672784,1070760
CT,2022-01-06,2675408,1084172
CT,2022-01-07,2678243,1097910
CT,2022-01-08,2681407,1110975
CT,2022-01-09,2686202,1131722
CT,2022-01-10,2686396,1131972
CT,2022-01-11,2687814,1137295
CT,2022-01-12,2690154,1145442
CT,2022-01-13,2693093,1157329
CT,2022-01-14,2695840,1168982
CT,2022-01-15,2698310,1180636
CT,2022-01-16,2700357,1192663
CT,2022-01-17,2701688,1202255
CT,2022-01-18,2702571,1206792
CT,2022-01-19,2707027,1207052
CT,2022-01-20,2710857,1221045
CT,2022-01-21,2713462,1229044
CT,2022-01-22,2715833,1236083
CT,2022-01-23,2717988,1243660
CT,2022-01-24,2718099,1243801
CT,2022-01-25,2718968,1247165
CT,2022-01-26,2720695,1252281
CT,2022-01-27,2722828,1258849
CT,2022-01-28,2725562,1266031
CT,2022-01-29,2727846,1272004
CT,2022-01-30,2729766,1277908
CT,2022-01-31,2731019,1281787
CT,2022-02-01,2731560,1282907
CT,2022-02-02,2733341,1285769
CT,2022-02-03,2735682,1290300
CT,2022-02-04,2737817,1294615
CT,2022-02-05,2741556,1306059
CT,2022-02-06,2743346,1309842
CT,2022-02-07,2745532,1313810
CT,2022-02-08,2746803,1316273
CT,2022-02-09,2748306,1319084
CT,2022-02-10,2750727,1323460
CT,2022-02-11,2752692,1328058
CT,2022-02-12,2754460,1332211
CT,2022-02-13,2756300,1336051
CT,2022-02-14,2758194,1339667
CT,2022-02-15,2758932,1341180
CT,2022-02-16,2760040,1342919
CT,2022-02-17,2761748,1345381
CT,2022-02-18,2763209,1348054
CT,2022-02-19,2764670,1350791
CT,2022-02-20,2766175,1353969
CT,2022-02-21,2767753,1357882
CT,2022-02-22,2767876,1357958
CT,2022-02-23,2768842,1359843
CT,2022-02-24,2771081,1364875
CT,2022-02-25,2771065,1364921
CT,2022-02-26,2772211,1367566
CT,2022-02-27,2773007,1370681
CT,2022-02-28,2773776,1372386
CT,2022-03-01,2774302,1373461
CT,2022-03-02,2775353,1375788
CT,2022-03-03,2776417,1377746
CT,2022-03-04,2777336,1379778
CT,2022-03-05,2778413,1382301
CT,2022-03-06,2779402,1384548
CT,2022-03-07,2780224,1386453
CT,2022-03-08,2780691,1387428
CT,2022-03-09,2781278,1388977
CT,2022-03-10,2782071,1390905
CT,2022-03-11,2782723,1392683
CT,2022-03-12,2783827,1397186
CT,2022-03-13,2784756,1399073
CT,2022-03-14,2785454,1400285
CT,2022-03-15,2785828,1400973
CT,2022-03-16,2786396,1402029
CT,2022-03-17,2786975,1403622
CT,2022-03-18,2787629,1404989
CT,2022-03-19,2788235,1406702
CT,2022-03-20,2788813,1408374
CT,2022-03-21,2789450,1409769
CT,2022-03-22,2789797,1410492
CT,2022-03-23,2790245,1411840
CT,2022-03-24,2790867,1413620
CT,2022-03-25,2792049,1415316
CT,2022-03-26,2792609,1416870
CT,2022-03-27,2792667,1416906
CT,2022-03-28,2793875,1420148
CT,2022-03-29,2794219,1420912
CT,2022-03-30,2794654,1422387
CT,2022-03-31,2795202,1424433
DC,2022-01-01,478298,133251
DC,2022-01-02,478298,133251
DC,2022-01-03,478731,134912
DC,2022-01-04,478809,135245
DC,2022-01-05,478939,135687
DC,2022-01-06,479314,136662
DC,2022-01-07,479812,138105
DC,2022-01-08,480385,139677
DC,2022-01-09,480777,140936
DC,2022-01-10,481250,142212
DC,2022-01-11,481512,143097
DC,2022-01-12,481836,144087
DC,2022-01-13,483001,145807
DC,2022-01-14,484109,147548
DC,2022-01-15,484791,148761
DC,2022-01-16,485224,150006
DC,2022-01-17,485474,150709
DC,2022-01-18,485648,151364
DC,2022-01-19,489147,151857
DC,2022-01-20,489687,152950
DC,2022-01-21,490285,154115
DC,2022-01-22,490812,155026
DC,2022-01-23,491174,155926
DC,2022-01-24,491461,156649
DC,2022-01-25,491687,157247
DC,2022-01-26,491973,157878
DC,2022-01-27,492583,158909
DC,2022-01-28,493144,159719
DC,2022-01-29,493663,160722
DC,2022-01-30,494029,161447
DC,2022-01-31,494321,161947
DC,2022-02-01,494514,162322
DC,2022-02-02,494874,162893
DC,2022-02-03,495345,163549
DC,2022-02-04,495846,164164
DC,2022-02-05,496362,164879
DC,2022-02-06,496833,165418
DC,2022-02-07,497105,165833
DC,2022-02-08,497306,166147
DC,2022-02-09,497605,166570
DC,2022-02-10,498176,167273
DC,2022-02-11,498655,167833
DC,2022-02-12,499112,168436
DC,2022-02-13,499569,168985
DC,2022-02-14,499887,169416
DC,2022-02-15,500067,169655
DC,2022-02-16,500368,170084
DC,2022-02-17,501112,170934
DC,2022-02-18,501559,171446
DC,2022-02-19,501905,171938
DC,2022-02-20,502288,172367
DC,2022-02-21,502476,172601
DC,2022-02-22,502640,172816
DC,2022-02-23,503003,173077
DC,2022-02-24,503427,173522
DC,2022-02-25,503766,173963
DC,2022-02-26,504318,174817
DC,2022-02-27,504636,175314
DC,2022-02-28,504880,175672
DC,2022-03-01,504971,175791
DC,2022-03-02,505267,176361
DC,2022-03-03,505923,176891
DC,2022-03-04,506186,177263
DC,2022-03-05,506465,177678
DC,2022-03-06,506697,177994
DC,2022-03-07,506840,178173
DC,2022-03-08,506949,178343
DC,2022-03-09,507132,178574
DC,2022-03-10,507547,179012
DC,2022-03-11,507783,179331
DC,2022-03-12,508052,179822
DC,2022-03-13,508225,180113
DC,2022-03-14,508302,180267
DC,2022-03-15,508390,180415
DC,2022-03-16,508530,180651
DC,2022-03-17,508942,181517
DC,2022-03-18,509128,181789
DC,2022-03-19,509332,182136
DC,2022-03-20,509491,182378
DC,2022-03-21,509611,182554
DC,2022-03-22,509708,182696
DC,2022-03-23,512360,183904
DC,2022-03-24,512641,184326
DC,2022-03-25,512925,184718
DC,2022-03-26,513252,185490
DC,2022-03-27,513498,185834
DC,2022-03-28,513626,186043
DC,2022-03-29,513751,186172
DC,2022-03-30,513929,186432
DC,2022-03-31,514135,186773
DE,2022-01-01,625671,217041
DE,2022-01-02,625671,217041
